time,s0,s1,s2,s3,s4,s5,s6,s7
2.3,0.0,0.0,4.6874552,0.0,0.0,-0.12569915,0.0,1.1007601
2.32,0.0,0.0,4.5797973,0.0,0.0,-0.11572994,0.0,1.1007601
2.34,0.0,0.0,4.3384309,0.0,0.0,-0.10159167,0.0,1.100283
2.36,0.0,0.0,4.3262482,0.0,0.0,-0.10022433,0.0,1.100283
2.38,0.0,0.0,2.6270096,0.0,0.0,-0.0039910956,0.0,1.0986086
2.4,0.0,0.0,0.88662529,0.0,0.0,0.093122098,0.0,1.0986086
2.42,0.0,0.0,0.093973339,0.0,0.0,0.13463084,0.0,1.0957359
2.44,0.0,0.0,1.2252257,0.0,0.0,0.067557328,0.0,1.0957359
2.46,0.0,0.0,3.8227565,0.0,0.0,-0.080254181,0.0,1.0947356
2.48,0.0,0.0,4.2904682,0.0,0.0,-0.10780789,0.0,1.0947356
2.5,0.0,0.0,4.3519974,0.0,0.0,-0.10996895,0.0,1.0939101
2.52,0.0,0.0,5.3258791,0.0,0.0,-0.16374441,0.0,1.0939101
2.54,0.0,0.0,6.035306,0.0,0.0,-0.20132298,0.0,1.0932816
2.56,0.0,0.0,6.4799433,0.0,0.0,-0.22566048,0.0,1.0932816
2.58,0.0,0.0,6.490706,0.0,0.0,-0.22668986,0.0,1.0913446
2.6,0.0,0.0,5.695384,0.0,0.0,-0.18112242,0.0,1.0913446
2.62,0.0,0.0,4.8554921,0.0,0.0,-0.13056429,0.0,1.0895264
2.64,0.0,0.0,3.3000963,0.0,0.0,-0.04200368,0.0,1.0895264
2.66,0.0,0.0,1.4121439,0.0,0.0,0.064985846,0.0,1.0888462
2.68,0.0,0.0,0.91556251,0.0,0.0,0.092714501,0.0,1.0888462
2.7,0.0,0.0,0.76507759,0.0,0.0,0.099572222,0.0,1.0883212
2.72,0.0,0.0,0.94853741,0.0,0.0,0.085989337,0.0,1.0883212
2.74,0.0,0.0,0.89685237,0.0,0.0,0.084714149,0.0,1.087653
2.76,0.0,0.0,0.62201321,0.0,0.0,0.098201004,0.0,1.087653
2.78,0.0,0.0,0.53164852,0.0,0.0,0.10253581,0.0,1.0876257
2.8,0.0,0.0,0.87565005,0.0,0.0,0.081767226,0.0,1.0876257
2.82,0.0,0.0,0.93713474,0.0,0.0,0.076394158,0.0,1.0880243
2.84,0.0,0.0,0.51184666,0.0,0.0,0.099209877,0.0,1.0880243
2.86,0.0,0.0,0.90872461,0.0,0.0,0.075920947,0.0,1.0902047
2.88,0.0,0.0,2.0505855,0.0,0.0,0.011785023,0.0,1.0902047
2.9,0.0,0.0,3.445431,0.0,0.0,-0.065970692,0.0,1.0914391
2.92,0.0,0.0,4.1863637,0.0,0.0,-0.1061753,0.0,1.0914391
2.94,0.0,0.0,3.8696365,0.0,0.0,-0.088293805,0.0,1.090521
2.96,0.0,0.0,3.4471202,0.0,0.0,-0.064063888,0.0,1.090521
2.98,0.0,0.0,2.95067,0.0,0.0,-0.036624108,0.0,1.088063
3.0,0.0,0.0,2.4759018,0.0,0.0,-0.0096340932,0.0,1.088063
3.02,0.0,0.0,0.86224174,0.0,0.0,0.081056512,0.0,1.0861799
3.04,0.0,0.0,-0.85076749,0.0,0.0,0.17861261,0.0,1.0861799
3.06,0.0,0.0,-1.88899,0.0,0.0,0.23813887,0.0,1.0840914
3.08,0.0,0.0,-1.3824592,0.0,0.0,0.20968671,0.0,1.0840914
3.1,0.0,0.0,-0.85802072,0.0,0.0,0.17998326,0.0,1.0824318
3.12,0.0,0.0,-1.0120497,0.0,0.0,0.1891362,0.0,1.0824318
3.14,0.0,0.0,-1.3004346,0.0,0.0,0.20674945,0.0,1.0800672
3.16,0.0,0.0,-1.9767246,0.0,0.0,0.24638928,0.0,1.0800672
3.18,0.0,0.0,-3.0892949,0.0,0.0,0.3117384,0.0,1.0785426
3.2,0.0,0.0,-2.9465485,0.0,0.0,0.30672273,0.0,1.0785426
3.22,0.0,0.0,-1.8844292,0.0,0.0,0.24894762,0.0,1.0773866
3.24,0.0,0.0,0.054997861,0.0,0.0,0.13900438,0.0,1.0773866
3.26,0.0,0.0,2.2206304,0.0,0.0,0.014438784,0.0,1.0787743
3.28,0.0,0.0,2.8944485,0.0,0.0,-0.025031857,0.0,1.0787743
3.3,0.0,0.0,2.5411017,0.0,0.0,-0.0076705571,0.0,1.0807878
3.32,0.0,0.0,1.8002908,0.0,0.0,0.033246079,0.0,1.0807878
3.34,0.0,0.0,1.8895577,0.0,0.0,0.027127623,0.0,1.0845397
3.36,0.0,0.0,3.424155,0.0,0.0,-0.059751746,0.0,1.0845397
3.38,0.0,0.0,4.8689675,0.0,0.0,-0.14270279,0.0,1.0886635
3.4,0.0,0.0,6.2155361,0.0,0.0,-0.22120904,0.0,1.0886635
3.42,0.0,0.0,6.5876679,0.0,0.0,-0.24234853,0.0,1.0911459
3.44,0.0,0.0,6.5871949,0.0,0.0,-0.24204417,0.0,1.0911459
3.46,0.0,0.0,5.8616476,0.0,0.0,-0.20042788,0.0,1.0916787
3.48,0.0,0.0,4.4702377,0.0,0.0,-0.12044662,0.0,1.0916787
3.5,0.0,0.0,3.6526203,0.0,0.0,-0.072661575,0.0,1.0925628
3.52,0.0,0.0,3.5949755,0.0,0.0,-0.066799968,0.0,1.0925628
3.54,0.0,0.0,4.2351656,0.0,0.0,-0.10029457,0.0,1.0927817
3.56,0.0,0.0,4.4132762,0.0,0.0,-0.1089611,0.0,1.0927817
3.58,0.0,0.0,3.4441469,0.0,0.0,-0.055184933,0.0,1.0921547
3.6,0.0,0.0,2.1498399,0.0,0.0,0.017430918,0.0,1.0921547
3.62,0.0,0.0,2.3713846,0.0,0.0,0.0047246263,0.0,1.0892863
3.64,0.0,0.0,2.7343845,0.0,0.0,-0.016046024,0.0,1.0892863
3.66,0.0,0.0,2.2051122,0.0,0.0,0.012855972,0.0,1.0831738
3.68,0.0,0.0,1.6812209,0.0,0.0,0.040371357,0.0,1.0831738
3.7,0.0,0.0,0.93125403,0.0,0.0,0.08237402,0.0,1.0749911
3.72,0.0,0.0,1.1750417,0.0,0.0,0.067428379,0.0,1.0749911
3.74,0.0,0.0,1.5468106,0.0,0.0,0.046258693,0.0,1.0664195
3.76,0.0,0.0,2.7890124,0.0,0.0,-0.025922737,0.0,1.0664195
3.78,0.0,0.0,3.3907864,0.0,0.0,-0.059283995,0.0,1.0599649
3.8,0.0,0.0,4.0585837,0.0,0.0,-0.097323429,0.0,1.0599649
3.82,0.0,0.0,5.4378057,0.0,0.0,-0.17636014,0.0,1.0591667
3.84,0.0,0.0,6.7141876,0.0,0.0,-0.25031223,0.0,1.0591667
3.86,0.0,0.0,7.3107538,0.0,0.0,-0.28458931,0.0,1.0644404
3.88,0.0,0.0,8.2247057,0.0,0.0,-0.33552592,0.0,1.0644404
3.9,0.0,0.0,9.6487217,0.0,0.0,-0.41669404,0.0,1.0743678
3.92,0.0,0.0,10.27652,0.0,0.0,-0.4524599,0.0,1.0743678
3.94,0.0,0.0,10.656929,0.0,0.0,-0.47568446,0.0,1.0858201
3.96,0.0,0.0,11.304518,0.0,0.0,-0.51227635,0.0,1.0858201
3.98,0.0,0.0,10.305412,0.0,0.0,-0.45809481,0.0,1.0957465
4.0,0.0,0.0,8.4674902,0.0,0.0,-0.35515794,0.0,1.0957465
4.02,0.0,0.0,8.0132208,0.0,0.0,-0.32987991,0.0,1.1060661
4.04,0.0,0.0,7.977406,0.0,0.0,-0.32577911,0.0,1.1060661
4.06,0.0,0.0,8.9914017,0.0,0.0,-0.38165251,0.0,1.1133915
4.08,0.0,0.0,9.6161356,0.0,0.0,-0.41680715,0.0,1.1133915
4.1,0.0,0.0,9.6635408,0.0,0.0,-0.42088308,0.0,1.1141272
4.12,0.0,0.0,9.8228283,0.0,0.0,-0.43237259,0.0,1.1141272
4.14,0.0,0.0,11.003392,0.0,0.0,-0.50325329,0.0,1.1110543
4.16,0.0,0.0,11.446133,0.0,0.0,-0.5297613,0.0,1.1110543
4.18,0.0,0.0,12.248576,0.0,0.0,-0.57328504,0.0,1.1055852
4.2,0.0,0.0,13.182343,0.0,0.0,-0.62384969,0.0,1.1055852
4.22,0.0,0.0,14.078898,0.0,0.0,-0.67271488,0.0,1.0986764
4.24,0.0,0.0,14.534603,0.0,0.0,-0.69836306,0.0,1.0986764
4.26,0.0,0.0,14.161271,0.0,0.0,-0.67764111,0.0,1.0925155
4.28,0.0,0.0,14.01862,0.0,0.0,-0.66974266,0.0,1.0925155
4.3,0.0,0.0,14.258216,0.0,0.0,-0.6820882,0.0,1.0883002
4.32,0.0,0.0,14.421968,0.0,0.0,-0.68840057,0.0,1.0883002
4.34,0.0,0.0,15.51157,0.0,0.0,-0.747136,0.0,1.0840559
4.36,0.0,0.0,16.592218,0.0,0.0,-0.80571598,0.0,1.0840559
4.38,0.0,0.0,16.991013,0.0,0.0,-0.82759028,0.0,1.0799004
4.4,0.0,0.0,16.070326,0.0,0.0,-0.77446865,0.0,1.0799004
4.42,0.0,0.0,15.780204,0.0,0.0,-0.75524385,0.0,1.0758995
4.44,0.0,0.0,15.582429,0.0,0.0,-0.74168678,0.0,1.0758995
4.46,0.0,0.0,14.84531,0.0,0.0,-0.69927007,0.0,1.0748309
4.48,0.0,0.0,13.971638,0.0,0.0,-0.65104676,0.0,1.0748309
4.5,0.0,0.0,12.881129,0.0,0.0,-0.5909549,0.0,1.0761257
4.52,0.0,0.0,11.214442,0.0,0.0,-0.49789891,0.0,1.0761257
4.54,0.0,0.0,9.7320232,0.0,0.0,-0.41648277,0.0,1.0797415
4.56,0.0,0.0,9.501832,0.0,0.0,-0.40253138,0.0,1.0797415
4.58,0.0,0.0,10.03769,0.0,0.0,-0.43153783,0.0,1.084368
4.6,0.0,0.0,10.40626,0.0,0.0,-0.45114952,0.0,1.084368
4.62,0.0,0.0,9.4303532,0.0,0.0,-0.39723099,0.0,1.089172
4.64,0.0,0.0,6.9594264,0.0,0.0,-0.25969627,0.0,1.089172
4.66,0.0,0.0,5.1610994,0.0,0.0,-0.15992541,0.0,1.0931813
4.68,0.0,0.0,3.2813032,0.0,0.0,-0.053498562,0.0,1.0931813
4.7,0.0,0.0,1.0599885,0.0,0.0,0.074415261,0.0,1.0949
4.72,0.0,0.0,-0.60925412,0.0,0.0,0.17101197,0.0,1.0949
4.74,0.0,0.0,-1.8009542,0.0,0.0,0.24005474,0.0,1.0936633
4.76,0.0,0.0,-2.3643336,0.0,0.0,0.27384363,0.0,1.0936633
4.78,0.0,0.0,-2.5241146,0.0,0.0,0.28450653,0.0,1.0909135
4.8,0.0,0.0,-3.19414,0.0,0.0,0.32238713,0.0,1.0909135
4.82,0.0,0.0,-3.9103866,0.0,0.0,0.36282898,0.0,1.0870751
4.84,0.0,0.0,-4.641233,0.0,0.0,0.40419743,0.0,1.0870751
4.86,0.0,0.0,-3.3997242,0.0,0.0,0.33482211,0.0,1.0835775
4.88,0.0,0.0,-2.0275102,0.0,0.0,0.25763293,0.0,1.0835775
4.9,0.0,0.0,-1.9754839,0.0,0.0,0.25567893,0.0,1.0791662
4.92,0.0,0.0,-2.1468675,0.0,0.0,0.26867245,0.0,1.0791662
4.94,0.0,0.0,-2.801975,0.0,0.0,0.30521972,0.0,1.0752071
4.96,0.0,0.0,-3.2123983,0.0,0.0,0.32638896,0.0,1.0752071
4.98,0.0,0.0,-2.4680712,0.0,0.0,0.28190513,0.0,1.071062
5.0,0.0,0.0,-1.1993289,0.0,0.0,0.20744334,0.0,1.071062
5.02,0.0,0.0,-0.78918123,0.0,0.0,0.18205093,0.0,1.0676363
5.04,0.0,0.0,-1.2992084,0.0,0.0,0.2092779,0.0,1.0676363
5.06,0.0,0.0,-2.1276455,0.0,0.0,0.25607367,0.0,1.0646797
5.08,0.0,0.0,-3.4301026,0.0,0.0,0.33005206,0.0,1.0646797
5.1,0.0,0.0,-3.3140433,0.0,0.0,0.32542915,0.0,1.062621
5.12,0.0,0.0,-2.361825,0.0,0.0,0.27457003,0.0,1.062621
5.14,0.0,0.0,-1.382024,0.0,0.0,0.22163446,0.0,1.0608329
5.16,0.0,0.0,-1.8913748,0.0,0.0,0.25022651,0.0,1.0608329
5.18,0.0,0.0,-4.2480106,0.0,0.0,0.38424165,0.0,1.059128
5.2,0.0,0.0,-5.1089096,0.0,0.0,0.43049902,0.0,1.059128
5.22,0.0,0.0,-2.3412628,0.0,0.0,0.27138144,0.0,1.0584505
5.24,0.0,0.0,0.52724648,0.0,0.0,0.10860907,0.0,1.0584505
5.26,0.0,0.0,1.5739079,0.0,0.0,0.047153026,0.0,1.0594851
5.28,0.0,0.0,0.78331363,0.0,0.0,0.090720654,0.0,1.0594851
5.3,0.0,0.0,-1.2786211,0.0,0.0,0.20829306,0.0,1.060118
5.32,0.0,0.0,-3.2038755,0.0,0.0,0.31828596,0.0,1.060118
5.34,0.0,0.0,-3.0624218,0.0,0.0,0.31044787,0.0,1.0605918
5.36,0.0,0.0,-1.1265571,0.0,0.0,0.20240177,0.0,1.0605918
5.38,0.0,0.0,-1.2878578,0.0,0.0,0.21369467,0.0,1.064664
5.4,0.0,0.0,-2.0598431,0.0,0.0,0.25677802,0.0,1.064664
5.42,0.0,0.0,-1.5844932,0.0,0.0,0.22614555,0.0,1.0705916
5.44,0.0,0.0,-1.6416018,0.0,0.0,0.22827813,0.0,1.0705916
5.46,0.0,0.0,-1.3437883,0.0,0.0,0.20810605,0.0,1.076021
5.48,0.0,0.0,0.18731803,0.0,0.0,0.11941647,0.0,1.076021
5.5,0.0,0.0,0.86803687,0.0,0.0,0.079656451,0.0,1.0803132
5.52,0.0,0.0,1.42574,0.0,0.0,0.049655846,0.0,1.0803132
5.54,0.0,0.0,1.4735563,0.0,0.0,0.047718892,0.0,1.0825163
5.56,0.0,0.0,2.5370722,0.0,0.0,-0.012535003,0.0,1.0825163
5.58,0.0,0.0,1.8778231,0.0,0.0,0.023032234,0.0,1.0857086
5.6,0.0,0.0,0.25789768,0.0,0.0,0.11518069,0.0,1.0857086
5.62,0.0,0.0,-0.37547028,0.0,0.0,0.15226069,0.0,1.0887109
5.64,0.0,0.0,-1.0327597,0.0,0.0,0.18965344,0.0,1.0887109
5.66,0.0,0.0,-2.6634879,0.0,0.0,0.28078447,0.0,1.0885693
5.68,0.0,0.0,-3.8723583,0.0,0.0,0.34979467,0.0,1.0885693
5.7,0.0,0.0,-3.3505487,0.0,0.0,0.32265072,0.0,1.0872754
5.72,0.0,0.0,-2.3433297,0.0,0.0,0.26696148,0.0,1.0872754
5.74,0.0,0.0,-2.9789937,0.0,0.0,0.30367196,0.0,1.0846041
5.76,0.0,0.0,-4.1416054,0.0,0.0,0.37002,0.0,1.0846041
5.78,0.0,0.0,-6.2785273,0.0,0.0,0.49274434,0.0,1.0823085
5.8,0.0,0.0,-7.6405535,0.0,0.0,0.57273997,0.0,1.0823085
5.82,0.0,0.0,-7.1944456,0.0,0.0,0.55166487,0.0,1.0793248
5.84,0.0,0.0,-4.5876546,0.0,0.0,0.40613405,0.0,1.0793248
5.86,0.0,0.0,-2.7427366,0.0,0.0,0.30264194,0.0,1.0754392
5.88,0.0,0.0,-2.6293113,0.0,0.0,0.29460041,0.0,1.0754392
5.9,0.0,0.0,-2.3062139,0.0,0.0,0.27608578,0.0,1.0721561
5.92,0.0,0.0,-2.2455349,0.0,0.0,0.27142011,0.0,1.0721561
5.94,0.0,0.0,-2.2583542,0.0,0.0,0.27065955,0.0,1.0673813
5.96,0.0,0.0,-1.7090282,0.0,0.0,0.239601,0.0,1.0673813
5.98,0.0,0.0,0.094349951,0.0,0.0,0.13545548,0.0,1.0622373
6.0,0.0,0.0,2.1880493,0.0,0.0,0.014629426,0.0,1.0622373
6.02,0.0,0.0,3.1964679,0.0,0.0,-0.044752317,0.0,1.0578904
6.04,0.0,0.0,3.7457075,0.0,0.0,-0.076752184,0.0,1.0578904
6.06,0.0,0.0,4.2018929,0.0,0.0,-0.10207838,0.0,1.0571965
6.08,0.0,0.0,4.5308328,0.0,0.0,-0.11734526,0.0,1.0571965
6.1,0.0,0.0,5.44274,0.0,0.0,-0.16597635,0.0,1.0594306
6.12,0.0,0.0,6.8242302,0.0,0.0,-0.2427275,0.0,1.0594306
6.14,0.0,0.0,7.3721294,0.0,0.0,-0.27204307,0.0,1.0612824
6.16,0.0,0.0,6.7463298,0.0,0.0,-0.23602965,0.0,1.0612824
6.18,0.0,0.0,6.0803251,0.0,0.0,-0.20010774,0.0,1.0642682
6.2,0.0,0.0,6.6962147,0.0,0.0,-0.23609659,0.0,1.0642682
6.22,0.0,0.0,7.7806053,0.0,0.0,-0.29613338,0.0,1.0682497
6.24,0.0,0.0,8.8889332,0.0,0.0,-0.3570251,0.0,1.0682497
6.26,0.0,0.0,9.5308151,0.0,0.0,-0.3925559,0.0,1.0711522
6.28,0.0,0.0,10.068332,0.0,0.0,-0.42314471,0.0,1.0711522
6.3,0.0,0.0,9.8284073,0.0,0.0,-0.41363159,0.0,1.0729581
6.32,0.0,0.0,8.8063593,0.0,0.0,-0.358753,0.0,1.0729581
6.34,0.0,0.0,9.0984812,0.0,0.0,-0.37539198,0.0,1.0747054
6.36,0.0,0.0,9.1846161,0.0,0.0,-0.37783455,0.0,1.0747054
6.38,0.0,0.0,9.1896687,0.0,0.0,-0.3755679,0.0,1.0758505
6.4,0.0,0.0,9.665102,0.0,0.0,-0.40032994,0.0,1.0758505
6.42,0.0,0.0,9.5873728,0.0,0.0,-0.39636237,0.0,1.0769153
6.44,0.0,0.0,8.6167831,0.0,0.0,-0.34379039,0.0,1.0769153
6.46,0.0,0.0,8.2297249,0.0,0.0,-0.32398968,0.0,1.0760894
6.48,0.0,0.0,9.0304623,0.0,0.0,-0.36830445,0.0,1.0760894
6.5,0.0,0.0,10.620607,0.0,0.0,-0.4538895,0.0,1.0760082
6.52,0.0,0.0,11.052911,0.0,0.0,-0.47655211,0.0,1.0760082
