time,s0,s1,s2,s3,s4,s5,s6,s7,s8
0.0,0.0,0.0,4.0410194,0.0,0.0,-0.14181354,0.0,0.25567749,1.0784336
0.02,0.0,0.0,-41.119476,0.0,0.0,2.4387673,0.0,-1.7396098,1.0783191
0.04,0.0,0.0,-178.55141,0.0,0.0,10.853356,0.0,-7.4878016,1.0783191
0.06,0.0,0.0,-112.16332,0.0,0.0,6.5934056,0.0,-4.8195685,1.0785712
0.08,0.0,0.0,-34.125957,0.0,0.0,2.0210344,0.0,-1.4417452,1.0785712
0.1,0.0,0.0,-18.587955,0.0,0.0,1.1126464,0.0,-0.76974732,1.0789183
0.12,0.0,0.0,-51.389095,0.0,0.0,2.9894298,0.0,-2.2172164,1.0789183
0.14,0.0,0.0,-115.67185,0.0,0.0,6.7769175,0.0,-4.9875737,1.0793672
0.16,0.0,0.0,-95.6549,0.0,0.0,5.5642949,0.0,-4.1436749,1.0793672
0.18,0.0,0.0,-24.042919,0.0,0.0,1.4103189,0.0,-1.0209484,1.0802209
0.2,0.0,0.0,4.0931487,0.0,0.0,-0.14981595,0.0,0.25413362,1.0802209
0.22,0.0,0.0,4.6638875,0.0,0.0,-0.1689412,0.0,0.28932923,1.0815688
0.24,0.0,0.0,5.0267658,0.0,0.0,-0.19189518,0.0,0.30364675,1.0815688
0.26,0.0,0.0,3.5511944,0.0,0.0,-0.11852817,0.0,0.23026638,1.084559
0.28,0.0,0.0,-16.676722,0.0,0.0,1.0174374,0.0,-0.67651267,1.084559
0.3,0.0,0.0,-20.250441,0.0,0.0,1.2188833,0.0,-0.83625868,1.0879626
0.32,0.0,0.0,-6.2271433,0.0,0.0,0.42980913,0.0,-0.20876077,1.0879626
0.34,0.0,0.0,1.9319265,0.0,0.0,-0.024267306,0.0,0.1598798,1.0915675
0.36,0.0,0.0,-0.10732484,0.0,0.0,0.089042555,0.0,0.067615148,1.0915675
0.38,0.0,0.0,4.222055,0.0,0.0,-0.15057672,0.0,0.26405348,1.0950673
0.4,0.0,0.0,10.898442,0.0,0.0,-0.52137006,0.0,0.56615366,1.0950673
0.42,0.0,0.0,8.8541641,0.0,0.0,-0.40805726,0.0,0.47345357,1.0979602
0.44,0.0,0.0,3.4542108,0.0,0.0,-0.10362439,0.0,0.23248296,1.0979602
0.46,0.0,0.0,9.6114197,0.0,0.0,-0.44813761,0.0,0.5096086,1.0982641
0.48,0.0,0.0,8.648325,0.0,0.0,-0.39411672,0.0,0.46659216,1.0982641
0.5,0.0,0.0,1.2833489,0.0,0.0,0.013495569,0.0,0.13230789,1.0983306
0.52,0.0,0.0,4.3188634,0.0,0.0,-0.15770709,0.0,0.26780975,1.0983306
0.54,0.0,0.0,8.2832108,0.0,0.0,-0.37440604,0.0,0.44982642,1.0992229
0.56,0.0,0.0,5.4187965,0.0,0.0,-0.21247786,0.0,0.32226485,1.0992229
0.58,0.0,0.0,1.7973237,0.0,0.0,-0.01499514,0.0,0.15549808,1.1002055
