time,s0,s1,s2,s3,s4,s5,s6,s7,s8
0.0,0.0,0.0,16.900909,0.0,0.0,-0.8382447,0.0,0.8511956,1.1020843
0.02,0.0,0.0,14.657083,0.0,0.0,-0.7186881,0.0,0.74568948,1.1015456
0.04,0.0,0.0,5.4761438,0.0,0.0,-0.21673211,0.0,0.32407483,1.1015456
0.06,0.0,0.0,-1.2825582,0.0,0.0,0.15348198,0.0,0.014185407,1.0995275
0.08,0.0,0.0,-4.5548005,0.0,0.0,0.3282428,0.0,-0.13903286,1.0995275
0.1,0.0,0.0,-7.0948105,0.0,0.0,0.47425808,0.0,-0.2503611,1.0963644
0.12,0.0,0.0,-7.6987429,0.0,0.0,0.49846138,0.0,-0.28460468,1.0963644
0.14,0.0,0.0,-10.617369,0.0,0.0,0.66523803,0.0,-0.41330254,1.0919365
0.16,0.0,0.0,-1.6219642,0.0,0.0,0.16243756,0.0,-0.0085078504,1.0919365
0.18,0.0,0.0,-3.489156,0.0,0.0,0.26547786,0.0,-0.093602864,1.0868385
0.2,0.0,0.0,-8.0020199,0.0,0.0,0.52428028,0.0,-0.29209587,1.0868385
0.22,0.0,0.0,4.2832241,0.0,0.0,-0.16084428,0.0,0.26192136,1.0822383
0.24,0.0,0.0,10.749776,0.0,0.0,-0.51263757,0.0,0.56000371,1.0822383
0.26,0.0,0.0,12.347474,0.0,0.0,-0.5985809,0.0,0.63442475,1.0793824
0.28,0.0,0.0,13.582384,0.0,0.0,-0.6652847,0.0,0.69164521,1.0793824
0.3,0.0,0.0,14.289639,0.0,0.0,-0.70399562,0.0,0.72395411,1.0777079
0.32,0.0,0.0,13.492092,0.0,0.0,-0.6612052,0.0,0.68656531,1.0777079
0.34,0.0,0.0,10.045918,0.0,0.0,-0.47209628,0.0,0.52881129,1.0786716
0.36,0.0,0.0,10.752669,0.0,0.0,-0.51209243,0.0,0.56023581,1.0786716
0.38,0.0,0.0,15.05931,0.0,0.0,-0.74735016,0.0,0.75798458,1.0818435
0.4,0.0,0.0,16.274284,0.0,0.0,-0.81293911,0.0,0.81430286,1.0818435
0.42,0.0,0.0,16.278631,0.0,0.0,-0.81419007,0.0,0.81355874,1.0854266
0.44,0.0,0.0,15.963213,0.0,0.0,-0.79809777,0.0,0.79809014,1.0854266
0.46,0.0,0.0,15.264657,0.0,0.0,-0.76140371,0.0,0.76478734,1.0881544
0.48,0.0,0.0,14.662717,0.0,0.0,-0.72966542,0.0,0.73618474,1.0881544
0.5,0.0,0.0,13.434096,0.0,0.0,-0.66269231,0.0,0.67970204,1.0893295
0.52,0.0,0.0,11.772089,0.0,0.0,-0.57143521,0.0,0.60378384,1.0893295
0.54,0.0,0.0,14.203235,0.0,0.0,-0.70407527,0.0,0.71567099,1.090124
0.56,0.0,0.0,9.9493799,0.0,0.0,-0.47029441,0.0,0.52145427,1.090124
0.58,0.0,0.0,3.3505616,0.0,0.0,-0.096478296,0.0,0.22808249,1.0918491
0.6,0.0,0.0,12.992392,0.0,0.0,-0.63582976,0.0,0.66188891,1.0918491
0.62,0.0,0.0,16.064741,0.0,0.0,-0.80188615,0.0,0.80436952,1.0918158
0.64,0.0,0.0,15.449589,0.0,0.0,-0.76958615,0.0,0.77504117,1.0918158
0.66,0.0,0.0,14.262121,0.0,0.0,-0.70573564,0.0,0.71973463,1.0926719
0.68,0.0,0.0,11.489038,0.0,0.0,-0.55440469,0.0,0.59234758,1.0926719
0.7,0.0,0.0,12.283039,0.0,0.0,-0.59775994,0.0,0.62893651,1.0940959
0.72,0.0,0.0,13.01544,0.0,0.0,-0.63705609,0.0,0.66325829,1.0940959
0.74,0.0,0.0,8.8547935,0.0,0.0,-0.41071969,0.0,0.47157364,1.0942274
0.76,0.0,0.0,-3.1301146,0.0,0.0,0.24998493,0.0,-0.074386783,1.0942274
0.78,0.0,0.0,-21.423008,0.0,0.0,1.3057608,0.0,-0.87599703,1.0906549
0.8,0.0,0.0,-10.756989,0.0,0.0,0.67647215,0.0,-0.41766974,1.0906549
0.82,0.0,0.0,-16.001997,0.0,0.0,1.0051909,0.0,-0.62928393,1.0861208
0.84,0.0,0.0,7.7155256,0.0,0.0,-0.3444762,0.0,0.42272327,1.0861208
0.86,0.0,0.0,12.877791,0.0,0.0,-0.62618737,0.0,0.65996174,1.080807
0.88,0.0,0.0,13.12817,0.0,0.0,-0.64125542,0.0,0.67018799,1.080807
0.9,0.0,0.0,13.893523,0.0,0.0,-0.68233968,0.0,0.70591261,1.0764401
0.92,0.0,0.0,14.959144,0.0,0.0,-0.73915006,0.0,0.75593568,1.0764401
0.94,0.0,0.0,13.419385,0.0,0.0,-0.65588775,0.0,0.68458953,1.073657
0.96,0.0,0.0,11.449703,0.0,0.0,-0.54908958,0.0,0.59350219,1.073657
0.98,0.0,0.0,12.354062,0.0,0.0,-0.5978182,0.0,0.63566668,1.0714686
1.0,0.0,0.0,12.27188,0.0,0.0,-0.59348757,0.0,0.63181765,1.0714686
1.02,0.0,0.0,10.661063,0.0,0.0,-0.50728008,0.0,0.55643817,1.0703537
1.04,0.0,0.0,9.1248198,0.0,0.0,-0.42508861,0.0,0.48449203,1.0703537
1.06,0.0,0.0,7.8989139,0.0,0.0,-0.35847365,0.0,0.42793929,1.070519
1.08,0.0,0.0,10.898755,0.0,0.0,-0.51912582,0.0,0.5683068,1.070519
1.1,0.0,0.0,11.43393,0.0,0.0,-0.5472759,0.0,0.59380472,1.0714877
1.12,0.0,0.0,13.640698,0.0,0.0,-0.6655792,0.0,0.69699896,1.0714877
1.14,0.0,0.0,14.363603,0.0,0.0,-0.70286912,0.0,0.73195904,1.0728123
1.16,0.0,0.0,14.526607,0.0,0.0,-0.71136445,0.0,0.73976678,1.0728123
1.18,0.0,0.0,15.77416,0.0,0.0,-0.77989856,0.0,0.79664698,1.0751846
1.2,0.0,0.0,13.755495,0.0,0.0,-0.67139521,0.0,0.70240298,1.0751846
1.22,0.0,0.0,8.731616,0.0,0.0,-0.39774931,0.0,0.47080649,1.0758588
1.24,0.0,0.0,9.395133,0.0,0.0,-0.43263949,0.0,0.50206984,1.0758588
1.26,0.0,0.0,14.757305,0.0,0.0,-0.73053927,0.0,0.74443144,1.0750964
1.28,0.0,0.0,14.333155,0.0,0.0,-0.70995325,0.0,0.72268194,1.0750964
1.3,0.0,0.0,-4.5132732,0.0,0.0,0.34716515,0.0,-0.12394814,1.0744885
1.32,0.0,0.0,-45.93042,0.0,0.0,2.8028762,0.0,-1.9012371,1.0744885
1.34,0.0,0.0,-28.957037,0.0,0.0,1.699278,0.0,-1.2356452,1.075914
1.36,0.0,0.0,-43.141071,0.0,0.0,2.5220322,0.0,-1.8552934,1.075914
1.38,0.0,0.0,-28.509674,0.0,0.0,1.6532595,0.0,-1.2311465,1.0814542
1.4,0.0,0.0,-34.969742,0.0,0.0,2.0660748,0.0,-1.4882444,1.0814542
1.42,0.0,0.0,3.7689435,0.0,0.0,-0.15109389,0.0,0.22197192,1.0897228
1.44,0.0,0.0,6.9735384,0.0,0.0,-0.32583086,0.0,0.36932318,1.0897228
1.46,0.0,0.0,12.165709,0.0,0.0,-0.60478748,0.0,0.61142696,1.0972552
1.48,0.0,0.0,13.590812,0.0,0.0,-0.67968906,0.0,0.67929233,1.0972552
1.5,0.0,0.0,13.646212,0.0,0.0,-0.6825491,0.0,0.68198548,1.1001571
1.52,0.0,0.0,13.383615,0.0,0.0,-0.66900121,0.0,0.66924058,1.1001571
1.54,0.0,0.0,13.388402,0.0,0.0,-0.66957977,0.0,0.6691735,1.1002632
1.56,0.0,0.0,13.38333,0.0,0.0,-0.66954734,0.0,0.66871002,1.1002632
1.58,0.0,0.0,13.238667,0.0,0.0,-0.66142914,0.0,0.66230652,1.0988357
1.6,0.0,0.0,13.189081,0.0,0.0,-0.65785286,0.0,0.66084549,1.0988357
1.62,0.0,0.0,11.538662,0.0,0.0,-0.56894714,0.0,0.58419639,1.0966375
1.64,0.0,0.0,8.6845312,0.0,0.0,-0.41404945,0.0,0.45243961,1.0966375
1.66,0.0,0.0,-6.2528038,0.0,0.0,0.42012862,0.0,-0.22035245,1.0942091
1.68,0.0,0.0,-20.401756,0.0,0.0,1.234571,0.0,-0.84190158,1.0942091
1.7,0.0,0.0,-21.882875,0.0,0.0,1.2885859,0.0,-0.92786644,1.093892
1.72,0.0,0.0,-9.8670549,0.0,0.0,0.60459493,0.0,-0.39533923,1.093892
1.74,0.0,0.0,-10.888591,0.0,0.0,0.66351946,0.0,-0.440003,1.0955951
1.76,0.0,0.0,-20.651442,0.0,0.0,1.2298175,0.0,-0.86548479,1.0955951
1.78,0.0,0.0,4.8884382,0.0,0.0,-0.20433793,0.0,0.28037629,1.0996011
1.8,0.0,0.0,11.089955,0.0,0.0,-0.54077706,0.0,0.56701264,1.0996011
1.82,0.0,0.0,10.223648,0.0,0.0,-0.49358215,0.0,0.52700271,1.1044552
1.84,0.0,0.0,6.1181107,0.0,0.0,-0.26659717,0.0,0.34026851,1.1044552
1.86,0.0,0.0,6.9756618,0.0,0.0,-0.31588071,0.0,0.37764352,1.1073232
1.88,0.0,0.0,10.523303,0.0,0.0,-0.51304144,0.0,0.53805727,1.1073232
1.9,0.0,0.0,9.5830374,0.0,0.0,-0.46140259,0.0,0.49502152,1.110104
1.92,0.0,0.0,7.666544,0.0,0.0,-0.35405987,0.0,0.40903347,1.110104
1.94,0.0,0.0,8.3630686,0.0,0.0,-0.39006749,0.0,0.44268266,1.1136909
1.96,0.0,0.0,10.769292,0.0,0.0,-0.52070847,0.0,0.55405083,1.1136909
1.98,0.0,0.0,12.886334,0.0,0.0,-0.63567628,0.0,0.65192785,1.1160016
2.0,0.0,0.0,14.233131,0.0,0.0,-0.70778741,0.0,0.71502389,1.1160016
2.02,0.0,0.0,14.758113,0.0,0.0,-0.73560663,0.0,0.73989149,1.1179895
2.04,0.0,0.0,14.886896,0.0,0.0,-0.74195524,0.0,0.74643655,1.1179895
2.06,0.0,0.0,14.628946,0.0,0.0,-0.72804481,0.0,0.73447353,1.1194059
2.08,0.0,0.0,13.225532,0.0,0.0,-0.65294677,0.0,0.66879684,1.1194059
2.1,0.0,0.0,11.571889,0.0,0.0,-0.56385608,0.0,0.59189983,1.1206944
2.12,0.0,0.0,11.176266,0.0,0.0,-0.54156109,0.0,0.57441898,1.1206944
2.14,0.0,0.0,8.2196655,0.0,0.0,-0.37675492,0.0,0.44139878,1.1187544
2.16,0.0,0.0,6.4550738,0.0,0.0,-0.27636449,0.0,0.36362283,1.1187544
2.18,0.0,0.0,10.425287,0.0,0.0,-0.49592103,0.0,0.54425992,1.1147873
2.2,0.0,0.0,3.8704078,0.0,0.0,-0.13608636,0.0,0.24475182,1.1147873
2.22,0.0,0.0,-4.3247585,0.0,0.0,0.31034416,0.0,-0.13244766,1.1103411
2.24,0.0,0.0,-17.906666,0.0,0.0,1.0727314,0.0,-0.74133962,1.1103411
2.26,0.0,0.0,-12.616143,0.0,0.0,0.78279879,0.0,-0.49908736,1.1069074
2.28,0.0,0.0,-19.419458,0.0,0.0,1.1657801,0.0,-0.80369046,1.1069074
2.3,0.0,0.0,-16.886089,0.0,0.0,1.0185893,0.0,-0.693199,1.1047864
2.32,0.0,0.0,-25.13652,0.0,0.0,1.4622832,0.0,-1.0769099,1.1047864
2.34,0.0,0.0,-21.032341,0.0,0.0,1.2314736,0.0,-0.89319531,1.1037945
2.36,0.0,0.0,-4.8392844,0.0,0.0,0.3415405,0.0,-0.15329282,1.1037945
2.38,0.0,0.0,-0.03423211,0.0,0.0,0.076978433,0.0,0.065877211,1.1032716
2.4,0.0,0.0,-8.2131777,0.0,0.0,0.52980875,0.0,-0.30539964,1.1032716
2.42,0.0,0.0,-1.517611,0.0,0.0,0.15990773,0.0,-0.0010036495,1.1053168
2.44,0.0,0.0,-5.1684327,0.0,0.0,0.37167874,0.0,-0.15966645,1.1053168
2.46,0.0,0.0,-9.9644403,0.0,0.0,0.63800362,0.0,-0.37684468,1.1091317
2.48,0.0,0.0,-3.6296771,0.0,0.0,0.27929714,0.0,-0.095106394,1.1091317
2.5,0.0,0.0,7.9578753,0.0,0.0,-0.35839764,0.0,0.4336187,1.1126324
2.52,0.0,0.0,6.9846878,0.0,0.0,-0.29937473,0.0,0.39332214,1.1126324
2.54,0.0,0.0,6.0471597,0.0,0.0,-0.25213397,0.0,0.34709228,1.1137271
2.56,0.0,0.0,3.6943541,0.0,0.0,-0.12979854,0.0,0.23421253,1.1137271
2.58,0.0,0.0,-29.053806,0.0,0.0,1.744938,0.0,-1.2107316,1.1136215
2.6,0.0,0.0,2.5074213,0.0,0.0,-0.059734249,0.0,0.18379202,1.1136215
2.62,0.0,0.0,2.6010427,0.0,0.0,-0.064242225,0.0,0.1886128,1.1152091
2.64,0.0,0.0,-12.661504,0.0,0.0,0.79929032,0.0,-0.49121203,1.1152091
2.66,0.0,0.0,1.4316351,0.0,0.0,0.00024911131,0.0,0.13545302,1.1191955
2.68,0.0,0.0,0.93171477,0.0,0.0,0.030236447,0.0,0.11471537,1.1191955
2.7,0.0,0.0,-4.1619287,0.0,0.0,0.31340331,0.0,-0.11564464,1.1238698
