time,s0,s1,s2,s3,s4,s5,s6,s7,s8
0.0,0.0,0.0,3.461822,0.0,0.0,-0.11871382,0.0,0.22075244,1.0839226
0.02,0.0,0.0,5.1600299,0.0,0.0,-0.21482656,0.0,0.29607079,1.0838672
0.04,0.0,0.0,6.8224454,0.0,0.0,-0.3100352,0.0,0.36896846,1.0838672
0.06,0.0,0.0,5.7002878,0.0,0.0,-0.24817845,0.0,0.31786033,1.0838234
0.08,0.0,0.0,4.3016596,0.0,0.0,-0.16950675,0.0,0.25532099,1.0838234
0.1,0.0,0.0,3.4988701,0.0,0.0,-0.12554821,0.0,0.21849879,1.0857066
0.12,0.0,0.0,4.8465061,0.0,0.0,-0.19987663,0.0,0.27979335,1.0857066
0.14,0.0,0.0,6.7039948,0.0,0.0,-0.3025829,0.0,0.36416832,1.0891552
0.16,0.0,0.0,8.867651,0.0,0.0,-0.42073361,0.0,0.46364514,1.0891552
0.18,0.0,0.0,10.421661,0.0,0.0,-0.50507474,0.0,0.53546977,1.0949498
0.2,0.0,0.0,10.344124,0.0,0.0,-0.4996283,0.0,0.53300309,1.0949498
0.22,0.0,0.0,10.020608,0.0,0.0,-0.48264116,0.0,0.51757569,1.1009836
0.24,0.0,0.0,9.6079664,0.0,0.0,-0.46003193,0.0,0.4987225,1.1009836
0.26,0.0,0.0,8.2816544,0.0,0.0,-0.38654945,0.0,0.43861148,1.1057129
0.28,0.0,0.0,3.9648149,0.0,0.0,-0.14247272,0.0,0.24662158,1.1057129
0.3,0.0,0.0,4.8716469,0.0,0.0,-0.1903349,0.0,0.28967581,1.1077533
0.32,0.0,0.0,10.222043,0.0,0.0,-0.48731623,0.0,0.53213892,1.1077533
0.34,0.0,0.0,12.164555,0.0,0.0,-0.59374277,0.0,0.62117235,1.1083146
0.36,0.0,0.0,13.792984,0.0,0.0,-0.68238919,0.0,0.69616358,1.1083146
0.38,0.0,0.0,13.956594,0.0,0.0,-0.6912693,0.0,0.70371332,1.1075552
0.4,0.0,0.0,12.9673,0.0,0.0,-0.63805571,0.0,0.65768328,1.1075552
0.42,0.0,0.0,10.542131,0.0,0.0,-0.50596308,0.0,0.54614519,1.1060678
0.44,0.0,0.0,7.3447933,0.0,0.0,-0.32944512,0.0,0.400882,1.1060678
0.46,0.0,0.0,6.9023156,0.0,0.0,-0.30448638,0.0,0.38117706,1.1049724
0.48,0.0,0.0,8.3884029,0.0,0.0,-0.38714181,0.0,0.44817602,1.1049724
0.5,0.0,0.0,10.590063,0.0,0.0,-0.50918893,0.0,0.54777555,1.1030424
0.52,0.0,0.0,10.648043,0.0,0.0,-0.51226214,0.0,0.55048303,1.1030424
0.54,0.0,0.0,6.9096007,0.0,0.0,-0.30280584,0.0,0.38289875,1.099484
0.56,0.0,0.0,-4.6916361,0.0,0.0,0.37066585,0.0,-0.12172848,1.099484
0.58,0.0,0.0,-18.766634,0.0,0.0,1.2107163,0.0,-0.72006407,1.0955871
0.6,0.0,0.0,-27.461519,0.0,0.0,1.7356782,0.0,-1.0858787,1.0955871
0.62,0.0,0.0,-36.487305,0.0,0.0,2.2725867,0.0,-1.4710427,1.0918477
0.64,0.0,0.0,-43.275661,0.0,0.0,2.6513969,0.0,-1.7773539,1.0918477
0.66,0.0,0.0,-52.902893,0.0,0.0,3.1862124,0.0,-2.2122143,1.0884222
0.68,0.0,0.0,-61.949493,0.0,0.0,3.6975716,0.0,-2.6141976,1.0884222
0.7,0.0,0.0,-62.696011,0.0,0.0,3.7195824,0.0,-2.6586169,1.085736
0.72,0.0,0.0,-57.853943,0.0,0.0,3.4159649,0.0,-2.4613634,1.085736
0.74,0.0,0.0,-49.51062,0.0,0.0,2.910359,0.0,-2.1118098,1.0842894
0.76,0.0,0.0,-40.360271,0.0,0.0,2.3600217,0.0,-1.7259811,1.0842894
0.78,0.0,0.0,-34.148746,0.0,0.0,2.0195226,0.0,-1.4418686,1.0844024
0.8,0.0,0.0,-34.831272,0.0,0.0,2.1153077,0.0,-1.4350012,1.0844024
0.82,0.0,0.0,-30.482357,0.0,0.0,1.8834271,0.0,-1.2323805,1.0832806
0.84,0.0,0.0,-23.363703,0.0,0.0,1.4763354,0.0,-0.91860169,1.0832806
0.86,0.0,0.0,-23.311495,0.0,0.0,1.4816514,0.0,-0.91127523,1.0809392
0.88,0.0,0.0,-25.181635,0.0,0.0,1.5984663,0.0,-0.98737782,1.0809392
0.9,0.0,0.0,-19.241409,0.0,0.0,1.233572,0.0,-0.74062124,1.0787641
0.92,0.0,0.0,-5.828681,0.0,0.0,0.43026045,0.0,-0.17288354,1.0787641
0.94,0.0,0.0,2.3309207,0.0,0.0,-0.041667525,0.0,0.18267209,1.0762641
