time,s0,s1,s2,s3,s4,s5,s6,s7,s8
0.0,0.0,0.0,2.3151357,0.0,0.0,-0.0503722,0.0,0.1726757,1.0852531
0.02,0.0,0.0,0.61377299,0.0,0.0,0.041288469,0.0,0.093469064,1.0861239
0.04,0.0,0.0,2.3431635,0.0,0.0,-0.054708388,0.0,0.17162887,1.0861239
0.06,0.0,0.0,6.1847239,0.0,0.0,-0.26803909,0.0,0.34524667,1.0873451
0.08,0.0,0.0,10.13273,0.0,0.0,-0.48746,0.0,0.52361381,1.0873451
0.1,0.0,0.0,13.271708,0.0,0.0,-0.65958466,0.0,0.6671373,1.0895342
0.12,0.0,0.0,14.428125,0.0,0.0,-0.72203221,0.0,0.72071425,1.0895342
0.14,0.0,0.0,14.096391,0.0,0.0,-0.70552303,0.0,0.70406297,1.0894953
0.16,0.0,0.0,13.482451,0.0,0.0,-0.67365886,0.0,0.67444566,1.0894953
0.18,0.0,0.0,12.215627,0.0,0.0,-0.60647883,0.0,0.61458937,1.0894674
0.2,0.0,0.0,10.562057,0.0,0.0,-0.51776804,0.0,0.53731933,1.0894674
0.22,0.0,0.0,7.5144167,0.0,0.0,-0.35007018,0.0,0.3982894,1.0880855
0.24,0.0,0.0,7.8064032,0.0,0.0,-0.36602181,0.0,0.41175671,1.0880855
0.26,0.0,0.0,9.9317799,0.0,0.0,-0.48362479,0.0,0.50826489,1.0882339
0.28,0.0,0.0,10.495873,0.0,0.0,-0.5138906,0.0,0.53459774,1.0882339
0.3,0.0,0.0,9.5395947,0.0,0.0,-0.46025613,0.0,0.49178032,1.0891161
0.32,0.0,0.0,7.3042541,0.0,0.0,-0.33614495,0.0,0.3906217,1.0891161
0.34,0.0,0.0,7.2046962,0.0,0.0,-0.333582,0.0,0.38384351,1.0901171
0.36,0.0,0.0,5.3538399,0.0,0.0,-0.23291881,0.0,0.29858645,1.0901171
0.38,0.0,0.0,1.9964588,0.0,0.0,-0.048547362,0.0,0.14527284,1.0874455
0.4,0.0,0.0,-7.0831428,0.0,0.0,0.45705309,0.0,-0.26461471,1.0874455
0.42,0.0,0.0,-11.111605,0.0,0.0,0.69991076,0.0,-0.43360911,1.0841243
0.44,0.0,0.0,0.81869316,0.0,0.0,0.024821636,0.0,0.097896713,1.0841243
0.46,0.0,0.0,7.6995912,0.0,0.0,-0.35939922,0.0,0.4079117,1.0836934
0.48,0.0,0.0,10.218292,0.0,0.0,-0.49538651,0.0,0.52479164,1.0836934
0.5,0.0,0.0,11.304837,0.0,0.0,-0.55457127,0.0,0.57481779,1.0866678
0.52,0.0,0.0,11.40644,0.0,0.0,-0.55997384,0.0,0.57968248,1.0866678
0.54,0.0,0.0,10.50138,0.0,0.0,-0.51032544,0.0,0.53839829,1.0916837
0.56,0.0,0.0,10.417231,0.0,0.0,-0.50526858,0.0,0.53489353,1.0916837
0.58,0.0,0.0,10.01742,0.0,0.0,-0.48386392,0.0,0.51616059,1.0975509
0.6,0.0,0.0,9.3001556,0.0,0.0,-0.44520625,0.0,0.48288832,1.0975509
0.62,0.0,0.0,9.7960424,0.0,0.0,-0.47198908,0.0,0.50594133,1.1024878
0.64,0.0,0.0,9.3710966,0.0,0.0,-0.44858687,0.0,0.48656792,1.1024878
0.66,0.0,0.0,6.6069689,0.0,0.0,-0.29673519,0.0,0.36028616,1.104844
0.68,0.0,0.0,4.3448901,0.0,0.0,-0.17026272,0.0,0.25865022,1.104844
0.7,0.0,0.0,4.1751456,0.0,0.0,-0.16353536,0.0,0.24891164,1.1051487
