time,s0,s1,s2,s3,s4,s5,s6,s7,s8
0.0,0.0,0.0,7.2462454,0.0,0.0,-0.31545388,0.0,0.40431916,1.099396
0.02,0.0,0.0,13.529079,0.0,0.0,-0.65715,0.0,0.69404479,1.1001978
0.04,0.0,0.0,13.330701,0.0,0.0,-0.64621326,0.0,0.68502971,1.1001978
0.06,0.0,0.0,11.356265,0.0,0.0,-0.53664292,0.0,0.59574116,1.1001902
0.08,0.0,0.0,8.4967213,0.0,0.0,-0.37812318,0.0,0.46625126,1.1001902
0.1,0.0,0.0,-1.4977456,0.0,0.0,0.17445579,0.0,0.012013285,1.0990115
0.12,0.0,0.0,-25.77688,0.0,0.0,1.5680517,0.0,-1.0567319,1.0990115
0.14,0.0,0.0,-7.9210014,0.0,0.0,0.53231338,0.0,-0.27820925,1.0948275
0.16,0.0,0.0,10.340902,0.0,0.0,-0.48337409,0.0,0.54739615,1.0948275
0.18,0.0,0.0,11.966635,0.0,0.0,-0.57084678,0.0,0.62307856,1.0887514
0.2,0.0,0.0,6.6804042,0.0,0.0,-0.27724383,0.0,0.38396189,1.0887514
0.22,0.0,0.0,-9.0831738,0.0,0.0,0.62252279,0.0,-0.3131003,1.0824984
0.24,0.0,0.0,0.59058475,0.0,0.0,0.059265573,0.0,0.10723547,1.0824984
0.26,0.0,0.0,9.5900536,0.0,0.0,-0.4372324,0.0,0.5171751,1.0782973
0.28,0.0,0.0,9.4445515,0.0,0.0,-0.42823544,0.0,0.51134624,1.0782973
0.3,0.0,0.0,12.363966,0.0,0.0,-0.58917804,0.0,0.64425749,1.0765736
0.32,0.0,0.0,11.222001,0.0,0.0,-0.5290441,0.0,0.59004778,1.0765736
0.34,0.0,0.0,3.4332981,0.0,0.0,-0.098626947,0.0,0.23568425,1.0773183
0.36,0.0,0.0,2.830873,0.0,0.0,-0.069357728,0.0,0.20524869,1.0773183
0.38,0.0,0.0,4.941853,0.0,0.0,-0.18625338,0.0,0.30111868,1.0788903
0.4,0.0,0.0,11.0636,0.0,0.0,-0.52098353,0.0,0.58213122,1.0788903
0.42,0.0,0.0,7.4110017,0.0,0.0,-0.32210562,0.0,0.41388723,1.0801857
0.44,0.0,0.0,-1.3445972,0.0,0.0,0.15928724,0.0,0.013981073,1.0801857
0.46,0.0,0.0,4.0718231,0.0,0.0,-0.13854593,0.0,0.26133055,1.0821289
0.48,0.0,0.0,9.9492006,0.0,0.0,-0.46086592,0.0,0.53041166,1.0821289
0.5,0.0,0.0,13.131059,0.0,0.0,-0.63243855,0.0,0.678316,1.0849087
0.52,0.0,0.0,16.81041,0.0,0.0,-0.82936466,0.0,0.85054958,1.0849087
0.54,0.0,0.0,17.228773,0.0,0.0,-0.85147519,0.0,0.87033219,1.0848392
0.56,0.0,0.0,16.875566,0.0,0.0,-0.83299012,0.0,0.85339017,1.0848392
0.58,0.0,0.0,16.966843,0.0,0.0,-0.83932534,0.0,0.85644093,1.0839581
0.6,0.0,0.0,15.990088,0.0,0.0,-0.78652039,0.0,0.81112328,1.0839581
0.62,0.0,0.0,13.067447,0.0,0.0,-0.62657193,0.0,0.67718914,1.0810159
0.64,0.0,0.0,9.8121986,0.0,0.0,-0.44606617,0.0,0.52974632,1.0810159
0.66,0.0,0.0,10.231805,0.0,0.0,-0.46877372,0.0,0.54935443,1.0775788
0.68,0.0,0.0,14.242035,0.0,0.0,-0.68853271,0.0,0.73319423,1.0775788
0.7,0.0,0.0,18.149937,0.0,0.0,-0.89908407,0.0,0.91504762,1.0731026
0.72,0.0,0.0,18.293882,0.0,0.0,-0.90683935,0.0,0.92172238,1.0731026
0.74,0.0,0.0,12.92053,0.0,0.0,-0.61191323,0.0,0.67588951,1.06976
0.76,0.0,0.0,5.024087,0.0,0.0,-0.16401341,0.0,0.32499935,1.06976
0.78,0.0,0.0,12.060148,0.0,0.0,-0.56337149,0.0,0.63754541,1.0682458
0.8,0.0,0.0,18.238091,0.0,0.0,-0.90430052,0.0,0.91874487,1.0682458
0.82,0.0,0.0,18.358253,0.0,0.0,-0.91142345,0.0,0.92373729,1.0667081
0.84,0.0,0.0,17.499466,0.0,0.0,-0.86620022,0.0,0.88287807,1.0667081
0.86,0.0,0.0,17.2197,0.0,0.0,-0.85160502,0.0,0.86944063,1.0650094
0.88,0.0,0.0,17.240761,0.0,0.0,-0.85312422,0.0,0.87008055,1.0650094
0.9,0.0,0.0,17.501778,0.0,0.0,-0.86738303,0.0,0.88203337,1.062399
0.92,0.0,0.0,16.962629,0.0,0.0,-0.83850386,0.0,0.85683443,1.062399
0.94,0.0,0.0,15.453461,0.0,0.0,-0.75737702,0.0,0.786466,1.061411
0.96,0.0,0.0,14.81709,0.0,0.0,-0.72347581,0.0,0.75655781,1.061411
0.98,0.0,0.0,13.68729,0.0,0.0,-0.66317367,0.0,0.70350837,1.0605392
1.0,0.0,0.0,12.605391,0.0,0.0,-0.60469341,0.0,0.65333652,1.0605392
1.02,0.0,0.0,13.962513,0.0,0.0,-0.67874461,0.0,0.71568041,1.0613712
1.04,0.0,0.0,15.389174,0.0,0.0,-0.75474292,0.0,0.7827447,1.0613712
1.06,0.0,0.0,18.061075,0.0,0.0,-0.89822733,0.0,0.90734636,1.0655189
1.08,0.0,0.0,18.939922,0.0,0.0,-0.94574606,0.0,0.94798815,1.0655189
1.1,0.0,0.0,18.207592,0.0,0.0,-0.90814242,0.0,0.91228041,1.073216
1.12,0.0,0.0,16.823187,0.0,0.0,-0.83429275,0.0,0.84728751,1.073216
1.14,0.0,0.0,14.346323,0.0,0.0,-0.70068323,0.0,0.73211252,1.0813085
1.16,0.0,0.0,13.656002,0.0,0.0,-0.66331445,0.0,0.70016347,1.0813085
1.18,0.0,0.0,14.633172,0.0,0.0,-0.71700381,0.0,0.74482154,1.0885396
1.2,0.0,0.0,15.230253,0.0,0.0,-0.74892901,0.0,0.77285288,1.0885396
1.22,0.0,0.0,15.36851,0.0,0.0,-0.75689906,0.0,0.77888888,1.0927736
1.24,0.0,0.0,14.703199,0.0,0.0,-0.72105617,0.0,0.74794406,1.0927736
1.26,0.0,0.0,10.278913,0.0,0.0,-0.47989393,0.0,0.54426409,1.0946116
1.28,0.0,0.0,9.6119623,0.0,0.0,-0.44422365,0.0,0.51316286,1.0946116
1.3,0.0,0.0,11.103898,0.0,0.0,-0.52543433,0.0,0.58199961,1.0947212
1.32,0.0,0.0,11.377542,0.0,0.0,-0.54144843,0.0,0.59376318,1.0947212
1.34,0.0,0.0,12.124943,0.0,0.0,-0.58112971,0.0,0.62889258,1.0931556
1.36,0.0,0.0,12.28195,0.0,0.0,-0.58938567,0.0,0.63628737,1.0931556
1.38,0.0,0.0,12.635305,0.0,0.0,-0.60893399,0.0,0.65227467,1.0896715
1.4,0.0,0.0,13.101611,0.0,0.0,-0.63550145,0.0,0.6727348,1.0896715
1.42,0.0,0.0,12.156047,0.0,0.0,-0.58489091,0.0,0.62848526,1.0874918
1.44,0.0,0.0,12.535953,0.0,0.0,-0.60413796,0.0,0.64722401,1.0874918
1.46,0.0,0.0,15.083659,0.0,0.0,-0.74056291,0.0,0.76640939,1.0862086
1.48,0.0,0.0,16.355442,0.0,0.0,-0.8078351,0.0,0.82658052,1.0862086
1.5,0.0,0.0,17.115488,0.0,0.0,-0.84813979,0.0,0.86256125,1.083093
1.52,0.0,0.0,17.582495,0.0,0.0,-0.87313083,0.0,0.8845053,1.083093
1.54,0.0,0.0,16.355047,0.0,0.0,-0.8063619,0.0,0.82806943,1.0789379
1.56,0.0,0.0,14.104396,0.0,0.0,-0.68383859,0.0,0.72442506,1.0789379
1.58,0.0,0.0,11.64496,0.0,0.0,-0.54962094,0.0,0.61139805,1.0751663
1.6,0.0,0.0,9.8605318,0.0,0.0,-0.45461495,0.0,0.52750428,1.0751663
1.62,0.0,0.0,8.2675571,0.0,0.0,-0.3677143,0.0,0.45420302,1.0728682
1.64,0.0,0.0,10.665038,0.0,0.0,-0.50114192,0.0,0.56224765,1.0728682
1.66,0.0,0.0,9.8688889,0.0,0.0,-0.45885415,0.0,0.5245871,1.0717436
1.68,0.0,0.0,10.728161,0.0,0.0,-0.50512642,0.0,0.56433911,1.0717436
1.7,0.0,0.0,13.02201,0.0,0.0,-0.63181205,0.0,0.66847891,1.0728443
1.72,0.0,0.0,14.504186,0.0,0.0,-0.71249194,0.0,0.73676581,1.0728443
