time,s0,s1,s2,s3,s4,s5,s6,s7,s8
0.0,0.0,0.0,-8.4572802,0.0,0.0,0.58003391,0.0,-0.28952519,1.0861222
0.02,0.0,0.0,2.8474143,0.0,0.0,-0.067144865,0.0,0.20785072,1.0862631
0.04,0.0,0.0,10.045794,0.0,0.0,-0.47152447,0.0,0.52993061,1.0862631
0.06,0.0,0.0,10.01516,0.0,0.0,-0.46812246,0.0,0.5299182,1.0853896
0.08,0.0,0.0,3.439708,0.0,0.0,-0.10214994,0.0,0.23327732,1.0853896
0.1,0.0,0.0,-3.5037739,0.0,0.0,0.2885767,0.0,-0.076812931,1.084625
0.12,0.0,0.0,-8.3849812,0.0,0.0,0.56502548,0.0,-0.29343385,1.084625
0.14,0.0,0.0,-15.390306,0.0,0.0,0.9790708,0.0,-0.59272801,1.084118
0.16,0.0,0.0,-20.877989,0.0,0.0,1.2994155,0.0,-0.83053873,1.084118
0.18,0.0,0.0,-25.887617,0.0,0.0,1.5943367,0.0,-1.0458925,1.0841111
0.2,0.0,0.0,-29.622761,0.0,0.0,1.8379056,0.0,-1.190929,1.0841111
0.22,0.0,0.0,-30.277946,0.0,0.0,1.8883508,0.0,-1.2110589,1.0839558
0.24,0.0,0.0,-30.287025,0.0,0.0,1.8834903,0.0,-1.2146722,1.0839558
0.26,0.0,0.0,-33.142326,0.0,0.0,2.046514,0.0,-1.3407564,1.0846804
0.28,0.0,0.0,-29.481377,0.0,0.0,1.8227085,0.0,-1.1890348,1.0846804
0.3,0.0,0.0,-19.545113,0.0,0.0,1.2493521,0.0,-0.75403323,1.0865499
0.32,0.0,0.0,-10.962341,0.0,0.0,0.74634198,0.0,-0.38332576,1.0865499
0.34,0.0,0.0,-5.3988576,0.0,0.0,0.40100398,0.0,-0.1566273,1.0880612
0.36,0.0,0.0,-5.2357969,0.0,0.0,0.38217607,0.0,-0.15624142,1.0880612
0.38,0.0,0.0,-16.660999,0.0,0.0,1.0328514,0.0,-0.66138328,1.0903704
0.4,0.0,0.0,-19.675558,0.0,0.0,1.2219036,0.0,-0.78325328,1.0903704
0.42,0.0,0.0,-16.297686,0.0,0.0,1.0224082,0.0,-0.63861834,1.0902159
0.44,0.0,0.0,-16.973351,0.0,0.0,1.0530781,0.0,-0.67425269,1.0902159
0.46,0.0,0.0,-15.852221,0.0,0.0,1.0096874,0.0,-0.6113306,1.0895133
0.48,0.0,0.0,-4.0757794,0.0,0.0,0.33734777,0.0,-0.091215727,1.0895133
0.5,0.0,0.0,4.898416,0.0,0.0,-0.1871564,0.0,0.29607176,1.0885845
0.52,0.0,0.0,0.75982726,0.0,0.0,0.048193256,0.0,0.1127374,1.0885845
0.54,0.0,0.0,-0.51776707,0.0,0.0,0.12478038,0.0,0.058765477,1.0878916
0.56,0.0,0.0,3.9885335,0.0,0.0,-0.1372712,0.0,0.25424511,1.0878916
0.58,0.0,0.0,4.7298517,0.0,0.0,-0.17906592,0.0,0.28738714,1.0874946
0.6,0.0,0.0,2.1133101,0.0,0.0,-0.029525733,0.0,0.17233825,1.0874946
0.62,0.0,0.0,6.8606377,0.0,0.0,-0.29348969,0.0,0.38682606,1.0860635
0.64,0.0,0.0,10.978064,0.0,0.0,-0.51920867,0.0,0.57516697,1.0860635
0.66,0.0,0.0,12.813796,0.0,0.0,-0.62032964,0.0,0.65871124,1.0827074
0.68,0.0,0.0,12.67752,0.0,0.0,-0.61313273,0.0,0.65226869,1.0827074
0.7,0.0,0.0,13.172806,0.0,0.0,-0.64016339,0.0,0.67505597,1.0794954
0.72,0.0,0.0,13.645547,0.0,0.0,-0.6663489,0.0,0.69654035,1.0794954
0.74,0.0,0.0,12.993652,0.0,0.0,-0.63079917,0.0,0.66668739,1.0769026
0.76,0.0,0.0,9.9713936,0.0,0.0,-0.46208893,0.0,0.5308012,1.0769026
0.78,0.0,0.0,5.2708774,0.0,0.0,-0.1926542,0.0,0.32444558,1.0726867
0.8,0.0,0.0,0.90283865,0.0,0.0,0.06525057,0.0,0.13756094,1.0726867
0.82,0.0,0.0,-1.281834,0.0,0.0,0.19664783,0.0,0.045860135,1.0694568
0.84,0.0,0.0,-3.9936991,0.0,0.0,0.35479779,0.0,-0.071206963,1.0694568
0.86,0.0,0.0,-7.2285295,0.0,0.0,0.53922481,0.0,-0.21366338,1.0679828
0.88,0.0,0.0,-13.015768,0.0,0.0,0.87000962,0.0,-0.46866766,1.0679828
0.9,0.0,0.0,-22.614828,0.0,0.0,1.4223087,0.0,-0.89007766,1.0687687
0.92,0.0,0.0,-33.278065,0.0,0.0,2.0443296,0.0,-1.3529503,1.0687687
0.94,0.0,0.0,-34.589077,0.0,0.0,2.1180234,0.0,-1.411753,1.0722153
0.96,0.0,0.0,-36.178028,0.0,0.0,2.2054701,0.0,-1.4842952,1.0722153
0.98,0.0,0.0,-33.655426,0.0,0.0,2.0622459,0.0,-1.3727229,1.0772461
1.0,0.0,0.0,-34.194084,0.0,0.0,2.0976021,0.0,-1.3933439,1.0772461
1.02,0.0,0.0,-35.528168,0.0,0.0,2.1715167,0.0,-1.4536331,1.0832374
1.04,0.0,0.0,-41.585785,0.0,0.0,2.5128191,0.0,-1.7240716,1.0832374
1.06,0.0,0.0,-43.250088,0.0,0.0,2.6016052,0.0,-1.8018052,1.0877045
1.08,0.0,0.0,-39.446304,0.0,0.0,2.3797457,0.0,-1.6370003,1.0877045
1.1,0.0,0.0,-37.122513,0.0,0.0,2.2442237,0.0,-1.5360961,1.0901242
1.12,0.0,0.0,-34.321087,0.0,0.0,2.0779561,0.0,-1.4163633,1.0901242
1.14,0.0,0.0,-35.387436,0.0,0.0,2.1309595,0.0,-1.46842,1.09232
1.16,0.0,0.0,-33.2472,0.0,0.0,2.0065736,0.0,-1.3749054,1.09232
1.18,0.0,0.0,-36.374809,0.0,0.0,2.1786324,0.0,-1.5167799,1.0953162
1.2,0.0,0.0,-36.512024,0.0,0.0,2.1841377,0.0,-1.5242897,1.0953162
1.22,0.0,0.0,-34.306885,0.0,0.0,2.0474171,0.0,-1.4347945,1.0982646
1.24,0.0,0.0,-32.167992,0.0,0.0,1.9172515,0.0,-1.3457637,1.0982646
1.26,0.0,0.0,-30.277863,0.0,0.0,1.7993261,0.0,-1.2686478,1.0972216
1.28,0.0,0.0,-26.084297,0.0,0.0,1.5605529,0.0,-1.0832698,1.0972216
1.3,0.0,0.0,-25.309761,0.0,0.0,1.5238909,0.0,-1.0439248,1.0951427
1.32,0.0,0.0,-22.435961,0.0,0.0,1.3575734,0.0,-0.91843799,1.0951427
1.34,0.0,0.0,-22.085487,0.0,0.0,1.3341319,0.0,-0.90506733,1.0933676
1.36,0.0,0.0,-21.121479,0.0,0.0,1.2808181,0.0,-0.86106982,1.0933676
1.38,0.0,0.0,-19.731825,0.0,0.0,1.2071717,0.0,-0.79558508,1.090391
1.4,0.0,0.0,-19.193794,0.0,0.0,1.1810012,0.0,-0.76862778,1.090391
1.42,0.0,0.0,-25.014559,0.0,0.0,1.5147604,0.0,-1.024513,1.0886487
1.44,0.0,0.0,-31.341051,0.0,0.0,1.877855,0.0,-1.3025702,1.0886487
1.46,0.0,0.0,-37.650738,0.0,0.0,2.2400328,0.0,-1.5802402,1.0888764
1.48,0.0,0.0,-43.62981,0.0,0.0,2.5851303,0.0,-1.8418942,1.0888764
1.5,0.0,0.0,-48.142502,0.0,0.0,2.8548651,0.0,-2.0328155,1.0904132
1.52,0.0,0.0,-49.691929,0.0,0.0,2.9567672,0.0,-2.0920341,1.0904132
1.54,0.0,0.0,-51.284882,0.0,0.0,3.0500869,0.0,-2.1606372,1.0895575
1.56,0.0,0.0,-54.092056,0.0,0.0,3.2178806,0.0,-2.2800192,1.0895575
1.58,0.0,0.0,-56.253693,0.0,0.0,3.3522676,0.0,-2.368398,1.0854471
1.6,0.0,0.0,-55.123703,0.0,0.0,3.2861198,0.0,-2.3192966,1.0854471
1.62,0.0,0.0,-49.870686,0.0,0.0,2.9746645,0.0,-2.0943316,1.0791584
1.64,0.0,0.0,-40.032238,0.0,0.0,2.4063934,0.0,-1.6641489,1.0791584
1.66,0.0,0.0,-25.26367,0.0,0.0,1.5642939,0.0,-1.0112059,1.0716234
1.68,0.0,0.0,-15.823108,0.0,0.0,1.0227409,0.0,-0.59616865,1.0716234
1.7,0.0,0.0,-12.948479,0.0,0.0,0.85400118,0.0,-0.47232483,1.0669001
1.72,0.0,0.0,-8.3056364,0.0,0.0,0.5829481,0.0,-0.27116714,1.0669001
1.74,0.0,0.0,-1.7176298,0.0,0.0,0.20518692,0.0,0.018500519,1.0626146
1.76,0.0,0.0,-1.3619343,0.0,0.0,0.1838475,0.0,0.033567619,1.0626146
1.78,0.0,0.0,-4.9099479,0.0,0.0,0.38383919,0.0,-0.12451521,1.0604193
1.8,0.0,0.0,-8.3840313,0.0,0.0,0.57862467,0.0,-0.28004352,1.0604193
1.82,0.0,0.0,-9.5972929,0.0,0.0,0.64690358,0.0,-0.33405528,1.0595889
1.84,0.0,0.0,-12.443327,0.0,0.0,0.81033141,0.0,-0.45872197,1.0595889
1.86,0.0,0.0,-17.112131,0.0,0.0,1.0717357,0.0,-0.66803056,1.0603045
1.88,0.0,0.0,-18.522318,0.0,0.0,1.157984,0.0,-0.72618515,1.0603045
1.9,0.0,0.0,-19.693331,0.0,0.0,1.2290333,0.0,-0.77526076,1.0639848
1.92,0.0,0.0,-23.775774,0.0,0.0,1.4635632,0.0,-0.95450033,1.0639848
1.94,0.0,0.0,-26.477346,0.0,0.0,1.6231642,0.0,-1.0702574,1.0680541
1.96,0.0,0.0,-18.361862,0.0,0.0,1.1616335,0.0,-0.71056207,1.0680541
1.98,0.0,0.0,-13.405672,0.0,0.0,0.88682734,0.0,-0.48615535,1.0713192
2.0,0.0,0.0,-11.925159,0.0,0.0,0.80976908,0.0,-0.41568525,1.0713192
2.02,0.0,0.0,-11.052383,0.0,0.0,0.76149681,0.0,-0.37628442,1.0739535
2.04,0.0,0.0,-12.801259,0.0,0.0,0.85847696,0.0,-0.45553201,1.0739535
2.06,0.0,0.0,-13.580621,0.0,0.0,0.89839864,0.0,-0.49327204,1.0764018
2.08,0.0,0.0,-12.828762,0.0,0.0,0.84825415,0.0,-0.46525488,1.0764018
2.1,0.0,0.0,-12.246157,0.0,0.0,0.81008599,0.0,-0.44298033,1.0777442
2.12,0.0,0.0,-7.9556966,0.0,0.0,0.56622012,0.0,-0.25297872,1.0777442
2.14,0.0,0.0,-6.4275718,0.0,0.0,0.48074597,0.0,-0.184477,1.0796767
2.16,0.0,0.0,-7.6579256,0.0,0.0,0.54578632,0.0,-0.2427347,1.0796767
2.18,0.0,0.0,-9.8120556,0.0,0.0,0.65880178,0.0,-0.34493561,1.0806756
2.2,0.0,0.0,-14.254732,0.0,0.0,0.90821545,0.0,-0.54404952,1.0806756
2.22,0.0,0.0,-20.778154,0.0,0.0,1.2785063,0.0,-0.83370711,1.0810128
2.24,0.0,0.0,-28.85898,0.0,0.0,1.7378523,0.0,-1.1919111,1.0810128
2.26,0.0,0.0,-33.249493,0.0,0.0,1.9998821,0.0,-1.3783404,1.0818242
2.28,0.0,0.0,-36.398624,0.0,0.0,2.1870414,0.0,-1.5127112,1.0818242
2.3,0.0,0.0,-39.431404,0.0,0.0,2.3589041,0.0,-1.6475438,1.0850885
2.32,0.0,0.0,-41.258366,0.0,0.0,2.4602096,0.0,-1.7302091,1.0850885
2.34,0.0,0.0,-39.490044,0.0,0.0,2.3548792,0.0,-1.655594,1.0892628
2.36,0.0,0.0,-33.363708,0.0,0.0,2.0038452,0.0,-1.3864083,1.0892628
2.38,0.0,0.0,-23.414974,0.0,0.0,1.4292588,0.0,-0.95162287,1.0928659
2.4,0.0,0.0,-9.5113945,0.0,0.0,0.63329282,0.0,-0.33927464,1.0928659
2.42,0.0,0.0,0.13859981,0.0,0.0,0.088924368,0.0,0.090985843,1.0942607
2.44,0.0,0.0,4.4199533,0.0,0.0,-0.15173344,0.0,0.28228957,1.0942607
2.46,0.0,0.0,5.5162668,0.0,0.0,-0.2128939,0.0,0.33145138,1.0936475
2.48,0.0,0.0,6.0802469,0.0,0.0,-0.24041003,0.0,0.35959384,1.0936475
2.5,0.0,0.0,8.7920532,0.0,0.0,-0.38856201,0.0,0.48411973,1.0908207
2.52,0.0,0.0,8.8860216,0.0,0.0,-0.39218359,0.0,0.48949034,1.0908207
2.54,0.0,0.0,7.4726286,0.0,0.0,-0.31250121,0.0,0.42630009,1.0851778
2.56,0.0,0.0,8.726984,0.0,0.0,-0.38448883,0.0,0.48137645,1.0851778
2.58,0.0,0.0,10.031936,0.0,0.0,-0.45951348,0.0,0.53848441,1.0791087
2.6,0.0,0.0,9.7274637,0.0,0.0,-0.44392996,0.0,0.52357181,1.0791087
2.62,0.0,0.0,9.1500053,0.0,0.0,-0.41261766,0.0,0.49680758,1.0724963
2.64,0.0,0.0,10.292639,0.0,0.0,-0.47860954,0.0,0.54652263,1.0724963
2.66,0.0,0.0,11.932934,0.0,0.0,-0.57000135,0.0,0.62052466,1.0687195
2.68,0.0,0.0,11.969994,0.0,0.0,-0.57110476,0.0,0.62304856,1.0687195
2.7,0.0,0.0,12.442883,0.0,0.0,-0.59500872,0.0,0.64638843,1.066916
2.72,0.0,0.0,13.20881,0.0,0.0,-0.63683831,0.0,0.68162384,1.066916
2.74,0.0,0.0,11.93787,0.0,0.0,-0.56633719,0.0,0.62408125,1.0690262
2.76,0.0,0.0,9.1007357,0.0,0.0,-0.40763434,0.0,0.4966036,1.0690262
2.78,0.0,0.0,5.0287204,0.0,0.0,-0.17572493,0.0,0.31631849,1.0723575
2.8,0.0,0.0,1.7899559,0.0,0.0,0.0082874837,0.0,0.17268345,1.0723575
2.82,0.0,0.0,-1.7476178,0.0,0.0,0.20567611,0.0,0.013376237,1.0745301
2.84,0.0,0.0,-4.1918225,0.0,0.0,0.34554329,0.0,-0.094110488,1.0745301
2.86,0.0,0.0,-0.83466393,0.0,0.0,0.1496259,0.0,0.051262763,1.0757713
2.88,0.0,0.0,2.9603114,0.0,0.0,-0.073082088,0.0,0.21424284,1.0757713
2.9,0.0,0.0,1.3618681,0.0,0.0,0.012274371,0.0,0.13943259,1.0774134
2.92,0.0,0.0,-1.2097241,0.0,0.0,0.1552385,0.0,0.023359698,1.0774134
2.94,0.0,0.0,-7.4520893,0.0,0.0,0.50823012,0.0,-0.25418401,1.0783643
2.96,0.0,0.0,-10.408515,0.0,0.0,0.67969962,0.0,-0.38264191,1.0783643
2.98,0.0,0.0,-10.449191,0.0,0.0,0.68187909,0.0,-0.38443373,1.0811073
3.0,0.0,0.0,-11.470203,0.0,0.0,0.7381806,0.0,-0.43068533,1.0811073
3.02,0.0,0.0,-15.587917,0.0,0.0,0.96865157,0.0,-0.61535926,1.0838954
3.04,0.0,0.0,-18.473839,0.0,0.0,1.1403136,0.0,-0.73757516,1.0838954
3.06,0.0,0.0,-23.346161,0.0,0.0,1.4231762,0.0,-0.94917937,1.0862567
