time,s0,s1,s2,s3,s4,s5,s6,s7,s8
0.0,0.0,0.0,-4.2427983,0.0,0.0,0.33482706,0.0,-0.10620082,1.0943142
0.02,0.0,0.0,-8.2727633,0.0,0.0,0.57302132,0.0,-0.27880994,1.0940796
0.04,0.0,0.0,-1.9826702,0.0,0.0,0.22209683,0.0,0.0046473346,1.0940796
0.06,0.0,0.0,6.2197151,0.0,0.0,-0.25405387,0.0,0.36154058,1.0910903
0.08,0.0,0.0,1.7884363,0.0,0.0,-0.0064170774,0.0,0.16188982,1.0910903
0.1,0.0,0.0,-5.2533336,0.0,0.0,0.40631934,0.0,-0.14221785,1.085731
0.12,0.0,0.0,1.632882,0.0,0.0,0.003880227,0.0,0.15566756,1.085731
0.14,0.0,0.0,6.6298552,0.0,0.0,-0.27931893,0.0,0.37775146,1.0800585
0.16,0.0,0.0,10.078608,0.0,0.0,-0.4704181,0.0,0.53403579,1.0800585
0.18,0.0,0.0,11.284516,0.0,0.0,-0.53432164,0.0,0.59101852,1.0751441
0.2,0.0,0.0,12.293248,0.0,0.0,-0.58886132,0.0,0.63784107,1.0751441
0.22,0.0,0.0,12.268335,0.0,0.0,-0.58777072,0.0,0.63657308,1.0706742
0.24,0.0,0.0,7.8452234,0.0,0.0,-0.34503199,0.0,0.43437696,1.0706742
0.26,0.0,0.0,-1.6426256,0.0,0.0,0.18924938,0.0,0.01049102,1.0682105
0.28,0.0,0.0,0.8848986,0.0,0.0,0.048832277,0.0,0.12505878,1.0682105
0.3,0.0,0.0,10.505553,0.0,0.0,-0.48777396,0.0,0.55879789,1.0672079
0.32,0.0,0.0,8.1561995,0.0,0.0,-0.36092669,0.0,0.44980531,1.0672079
0.34,0.0,0.0,-5.9538436,0.0,0.0,0.42082544,0.0,-0.19016644,1.0667813
0.36,0.0,0.0,-16.508944,0.0,0.0,1.0061621,0.0,-0.6684322,1.0667813
0.38,0.0,0.0,-20.434746,0.0,0.0,1.2168461,0.0,-0.85140764,1.0687032
0.4,0.0,0.0,-20.349388,0.0,0.0,1.2024735,0.0,-0.85445153,1.0687032
0.42,0.0,0.0,-20.765102,0.0,0.0,1.2327063,0.0,-0.86806444,1.0704396
0.44,0.0,0.0,-24.045673,0.0,0.0,1.4272403,0.0,-1.0078452,1.0704396
0.46,0.0,0.0,-18.688768,0.0,0.0,1.1248964,0.0,-0.76882829,1.0746986
0.48,0.0,0.0,-1.9182785,0.0,0.0,0.18669451,0.0,-0.014763732,1.0746986
0.5,0.0,0.0,-0.26288092,0.0,0.0,0.11250013,0.0,0.07306771,1.0766995
0.52,0.0,0.0,-7.6483679,0.0,0.0,0.5590238,0.0,-0.23639627,1.0766995
0.54,0.0,0.0,-0.26711991,0.0,0.0,0.11788317,0.0,0.076580541,1.078379
0.56,0.0,0.0,5.3454666,0.0,0.0,-0.20816663,0.0,0.32015564,1.078379
0.58,0.0,0.0,-5.6674047,0.0,0.0,0.4123821,0.0,-0.17200516,1.0789253
0.6,0.0,0.0,-7.2669234,0.0,0.0,0.50714347,0.0,-0.24020337,1.0789253
